,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7,Cell_8,Cell_9,Cell_10,Cell_11,Cell_12,Cell_13,Cell_14,Cell_15,Cell_16,Cell_17,Cell_18,Cell_19,Cell_20,Cell_21,Cell_22,Cell_23,Cell_24,Cell_25,Cell_26,Cell_27,Cell_28,Cell_29,Cell_30
KCNK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNMA1,0.0,0.0,0.0,0.0,0.0,226.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNMB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNMB4,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,294.0,436.0,205.0,147.0,7.0,4.0,51.0,0.0,0.0,16.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0
KCNN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
KCNN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0
KCNN4,0.0,0.0,1167.0,33.0,0.0,0.0,539.0,0.0,0.0,1552.0,120.0,0.0,1.0,0.0,0.0,0.0,1279.0,0.0,0.0,0.0,1.0,0.0,2438.0,195.0,1324.0,167.0,127.0,0.0,1656.0,0.0
KCNQ1OT1,0.0,281.0,5621.0,1.0,0.0,0.0,79.0,1220.0,6.0,97.0,0.0,0.0,0.0,23.0,1137.0,0.0,63.0,0.0,0.0,260.0,4.0,0.0,1407.0,0.0,0.0,0.0,8.0,0.0,406.0,6.0
KCNQ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNQ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNQ4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNQ5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNQ5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNRG,0.0,0.0,1320.0,988.0,42.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNT2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0
KCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD1,0.0,0.0,0.0,914.0,0.0,0.0,141.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,198.0,490.0,0.0,0.0,0.0,0.0,46.0,238.0,0.0,502.0,0.0
KCTD10,0.0,0.0,3021.0,1366.0,0.0,57.0,0.0,0.0,0.0,2984.0,158.0,0.0,53.0,479.0,0.0,115.0,0.0,50.0,0.0,87.0,3159.0,297.0,0.0,1190.0,21.0,480.0,8.0,0.0,439.0,501.0
KCTD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
KCTD12,0.0,0.0,990.0,0.0,0.0,0.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2093.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD13,0.0,164.0,836.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,3.0,1179.0,38.0,2791.0,6.0,1091.0,0.0,0.0,0.0,0.0,0.0
KCTD15,142.0,0.0,0.0,2382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,340.0,0.0,3.0,0.0,1.0,0.0,166.0,0.0,12.0,0.0,0.0,0.0,0.0,1608.0,0.0,0.0,217.0
KCTD16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD18,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD2,0.0,0.0,0.0,381.0,0.0,0.0,1.0,208.0,0.0,1138.0,470.0,0.0,1438.0,0.0,28.0,0.0,1958.0,616.0,613.0,0.0,1240.0,0.0,0.0,2.0,0.0,12.0,702.0,714.0,540.0,0.0
KCTD20,0.0,0.0,313.0,10.0,394.0,0.0,140.0,0.0,0.0,0.0,320.0,43.0,184.0,0.0,0.0,0.0,289.0,0.0,0.0,6.0,2381.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,1572.0,34.0
KCTD21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,10.0,106.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD3,0.0,101.0,0.0,0.0,352.0,1722.0,0.0,34.0,52.0,50.0,490.0,59.0,0.0,0.0,1060.0,0.0,4232.0,591.0,0.0,16.0,0.0,75.0,138.0,0.0,0.0,64.0,729.0,0.0,5.0,968.0
KCTD5,0.0,0.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,3396.0,132.0,0.0,0.0,116.0,0.0,0.0,32.0,65.0,0.0,0.0,0.0,1.0,34.0,0.0,21.0,62.0,9.0
KCTD6,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,545.0,0.0,1194.0,0.0,0.0,102.0,0.0,366.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD7,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD9,0.0,203.0,1.0,897.0,0.0,454.0,28.0,200.0,0.0,701.0,921.0,97.0,969.0,71.0,0.0,51.0,3608.0,157.0,0.0,148.0,237.0,178.0,0.0,32.0,0.0,127.0,319.0,0.0,1604.0,8.0
KDELC1,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,3611.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0
KDELC2,0.0,299.0,0.0,0.0,0.0,399.0,0.0,0.0,4.0,1.0,0.0,0.0,864.0,0.0,0.0,0.0,991.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
KDELR1,0.0,213.0,79.0,0.0,119.0,118.0,265.0,0.0,79.0,0.0,338.0,246.0,3736.0,512.0,0.0,219.0,6235.0,452.0,890.0,149.0,2994.0,0.0,1509.0,1463.0,163.0,0.0,10.0,0.0,1462.0,857.0
KDELR2,0.0,23.0,1288.0,1336.0,327.0,945.0,242.0,0.0,66.0,2080.0,1363.0,60.0,684.0,0.0,38.0,16.0,4755.0,73.0,0.0,60.0,630.0,364.0,748.0,256.0,382.0,195.0,1706.0,0.0,329.0,1198.0
KDELR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM1A,0.0,333.0,7249.0,2040.0,4.0,0.0,121.0,375.0,20.0,7312.0,420.0,37.0,6287.0,443.0,826.0,1041.0,10424.0,71.0,438.0,383.0,1431.0,274.0,3076.0,989.0,1.0,432.0,107.0,511.0,2971.0,290.0
KDM1B,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,34.0,87.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,4.0,36.0,0.0,0.0,0.0,58.0,344.0,1.0,107.0,0.0,0.0,59.0
KDM2A,224.0,84.0,1203.0,117.0,25.0,32.0,117.0,1.0,2.0,301.0,258.0,164.0,888.0,42.0,1092.0,48.0,5744.0,72.0,70.0,351.0,19.0,253.0,18.0,704.0,1445.0,121.0,2531.0,266.0,2548.0,0.0
KDM2B,0.0,14.0,395.0,0.0,3.0,157.0,162.0,8.0,85.0,62.0,1440.0,1.0,248.0,22.0,770.0,1.0,3570.0,458.0,104.0,29.0,1046.0,0.0,844.0,2719.0,730.0,549.0,1138.0,0.0,666.0,674.0
KDM3A,0.0,58.0,0.0,99.0,0.0,0.0,0.0,709.0,0.0,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.0,0.0,1.0,0.0,1.0,0.0,0.0
KDM3B,0.0,1251.0,1626.0,1005.0,201.0,20.0,254.0,1241.0,27.0,9.0,259.0,1226.0,1695.0,18.0,16.0,1683.0,7413.0,1343.0,4.0,56.0,6327.0,148.0,4.0,8665.0,809.0,252.0,0.0,0.0,2409.0,816.0
KDM4A,0.0,5.0,525.0,3.0,519.0,0.0,0.0,1083.0,95.0,155.0,87.0,0.0,0.0,0.0,12.0,83.0,3061.0,0.0,111.0,37.0,0.0,518.0,0.0,0.0,0.0,20.0,0.0,0.0,30.0,0.0
KDM4A-AS1,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM4B,0.0,0.0,0.0,19.0,0.0,0.0,118.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,1249.0,0.0,901.0,7.0,0.0,47.0,1.0,0.0,213.0,0.0
KDM4C,0.0,45.0,0.0,879.0,348.0,308.0,216.0,218.0,2.0,0.0,436.0,311.0,636.0,688.0,491.0,34.0,15.0,1.0,0.0,207.0,1634.0,0.0,0.0,167.0,17.0,557.0,0.0,922.0,3578.0,1275.0
KDM4D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM4E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM5A,4406.0,42.0,2746.0,0.0,28.0,5.0,44.0,98.0,1159.0,0.0,349.0,777.0,2360.0,0.0,1008.0,78.0,0.0,913.0,0.0,426.0,1787.0,134.0,2031.0,3878.0,1.0,315.0,492.0,715.0,418.0,149.0
KDM5B,0.0,646.0,694.0,1509.0,74.0,0.0,51.0,725.0,55.0,1146.0,1924.0,100.0,117.0,154.0,1200.0,2068.0,6480.0,89.0,192.0,147.0,1196.0,810.0,0.0,0.0,2164.0,614.0,2730.0,0.0,3257.0,0.0
KDM5B-AS1,2120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM5C,152.0,0.0,27.0,35.0,2.0,0.0,0.0,0.0,0.0,78.0,33.0,26.0,724.0,0.0,203.0,91.0,741.0,179.0,0.0,51.0,371.0,0.0,0.0,22.0,0.0,125.0,1520.0,0.0,1.0,0.0
KDM5D,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,155.0,0.0,0.0,0.0,1.0,0.0,0.0,947.0,3082.0,0.0,0.0,401.0,0.0,229.0,0.0,0.0,106.0,453.0,0.0,0.0,0.0,0.0
KDM6A,0.0,862.0,2804.0,245.0,94.0,632.0,246.0,0.0,0.0,3359.0,1271.0,162.0,0.0,0.0,249.0,0.0,705.0,393.0,786.0,138.0,0.0,5.0,999.0,1851.0,0.0,534.0,0.0,719.0,999.0,103.0
KDM6B,0.0,150.0,0.0,0.0,9.0,274.0,0.0,0.0,12.0,4.0,138.0,0.0,16.0,0.0,1.0,16.0,0.0,20.0,0.0,19.0,3.0,102.0,146.0,0.0,0.0,35.0,6.0,10.0,15.0,0.0
KDR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KDSR,8156.0,0.0,45.0,0.0,284.0,0.0,165.0,0.0,0.0,1339.0,556.0,0.0,573.0,0.0,42.0,44.0,1235.0,0.0,91.0,154.0,2608.0,12.0,0.0,0.0,0.0,188.0,28.0,0.0,65.0,852.0
KEAP1,0.0,321.0,0.0,718.0,5.0,0.0,394.0,0.0,17.0,1441.0,524.0,272.0,1455.0,245.0,0.0,700.0,2620.0,0.0,0.0,495.0,2094.0,23.0,1505.0,0.0,3.0,228.0,0.0,0.0,1613.0,226.0
KHDC1,0.0,13.0,28.0,0.0,0.0,0.0,1.0,0.0,168.0,1073.0,768.0,0.0,350.0,0.0,0.0,0.0,1079.0,0.0,0.0,219.0,0.0,157.0,1875.0,997.0,177.0,0.0,0.0,0.0,939.0,0.0
KHDC1L,11082.0,4321.0,12737.0,7536.0,2128.0,2320.0,749.0,7767.0,1086.0,4934.0,2735.0,8462.0,32322.0,7588.0,5521.0,4695.0,9482.0,7132.0,19265.0,1051.0,39283.0,222.0,3707.0,1409.0,281.0,2162.0,13195.0,6172.0,4034.0,1701.0
KHDC3L,735.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,0.0,0.0,0.0,39.0,0.0,840.0,1497.0,224.0,0.0,0.0,2089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHDRBS1,0.0,1721.0,1374.0,0.0,507.0,2015.0,573.0,0.0,908.0,3156.0,1750.0,112.0,3490.0,837.0,1396.0,305.0,9606.0,204.0,1381.0,260.0,4706.0,301.0,828.0,482.0,1093.0,2041.0,1299.0,593.0,4827.0,1011.0
KHDRBS3,0.0,49.0,2879.0,796.0,72.0,0.0,457.0,0.0,0.0,1177.0,1024.0,0.0,15.0,1.0,110.0,58.0,3063.0,1.0,74.0,521.0,820.0,2.0,956.0,3283.0,1111.0,1848.0,2603.0,601.0,2627.0,1947.0
KHK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHNYN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2784.0,0.0,0.0,0.0,4279.0,8.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,91.0,104.0,0.0,0.0,0.0
KHSRP,193.0,536.0,247.0,172.0,32.0,46.0,228.0,39.0,76.0,128.0,668.0,77.0,1326.0,360.0,513.0,308.0,2137.0,97.0,1.0,511.0,870.0,67.0,473.0,375.0,0.0,379.0,840.0,329.0,352.0,192.0
KIAA0020,0.0,61.0,4187.0,1143.0,153.0,1001.0,981.0,1690.0,13.0,19434.0,3527.0,416.0,8739.0,414.0,547.0,167.0,14666.0,1276.0,1.0,695.0,15518.0,304.0,952.0,5413.0,1956.0,4208.0,4207.0,50.0,5572.0,6869.0
KIAA0040,0.0,0.0,0.0,1023.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,255.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0100,0.0,454.0,20.0,817.0,14.0,386.0,52.0,0.0,34.0,1026.0,312.0,2.0,480.0,223.0,12.0,10.0,237.0,190.0,0.0,73.0,234.0,5.0,59.0,1204.0,25.0,671.0,165.0,0.0,476.0,38.0
KIAA0101,0.0,886.0,14324.0,3449.0,0.0,176.0,1326.0,0.0,0.0,10328.0,5600.0,0.0,1.0,0.0,0.0,0.0,21738.0,104.0,0.0,4.0,23153.0,394.0,4075.0,6354.0,818.0,2744.0,422.0,15.0,5155.0,5669.0
KIAA0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0141,0.0,0.0,119.0,686.0,4.0,22.0,84.0,0.0,0.0,2544.0,865.0,0.0,2243.0,0.0,0.0,349.0,2742.0,357.0,0.0,53.0,1085.0,0.0,197.0,0.0,1511.0,199.0,523.0,23.0,3621.0,1617.0
KIAA0146,0.0,0.0,1.0,0.0,210.0,0.0,109.0,73.0,275.0,0.0,261.0,0.0,5.0,0.0,224.0,10.0,443.0,0.0,0.0,4.0,0.0,456.0,1635.0,3652.0,0.0,13.0,0.0,0.0,4512.0,6.0
KIAA0195,0.0,7.0,182.0,48.0,148.0,0.0,287.0,0.0,248.0,518.0,546.0,0.0,1564.0,0.0,0.0,0.0,109.0,0.0,342.0,106.0,1.0,7.0,276.0,52.0,1044.0,21.0,0.0,0.0,0.0,0.0
KIAA0196,0.0,25.0,0.0,0.0,938.0,0.0,358.0,793.0,34.0,2.0,546.0,477.0,1450.0,0.0,0.0,53.0,167.0,1075.0,0.0,121.0,251.0,0.0,1188.0,0.0,412.0,605.0,39.0,0.0,1222.0,853.0
KIAA0226,0.0,0.0,0.0,0.0,0.0,365.0,176.0,0.0,0.0,2899.0,0.0,183.0,0.0,0.0,1.0,1012.0,4895.0,0.0,0.0,0.0,0.0,522.0,0.0,0.0,1667.0,871.0,14.0,0.0,2150.0,1627.0
KIAA0226L,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,722.0
KIAA0232,0.0,322.0,0.0,148.0,51.0,0.0,279.0,71.0,4.0,3515.0,164.0,0.0,3194.0,147.0,0.0,141.0,2485.0,83.0,0.0,41.0,492.0,411.0,1456.0,2249.0,255.0,751.0,687.0,2058.0,820.0,420.0
KIAA0247,0.0,0.0,102.0,142.0,0.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,26.0,0.0,0.0,0.0,585.0,0.0,405.0,3211.0,0.0,28.0,277.0
KIAA0317,31.0,0.0,0.0,0.0,474.0,371.0,0.0,62.0,0.0,276.0,207.0,0.0,162.0,1.0,0.0,0.0,0.0,0.0,6.0,164.0,4430.0,0.0,2235.0,2384.0,0.0,615.0,51.0,4.0,393.0,71.0
KIAA0319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0319L,0.0,835.0,18.0,2069.0,31.0,0.0,4.0,0.0,1056.0,0.0,72.0,0.0,0.0,194.0,39.0,0.0,2494.0,114.0,27.0,6.0,218.0,1.0,0.0,759.0,301.0,2.0,0.0,0.0,0.0,97.0
KIAA0355,0.0,0.0,22.0,12.0,0.0,0.0,42.0,0.0,294.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,80.0,651.0,0.0,86.0,0.0,0.0,0.0,0.0
KIAA0368,1.0,1351.0,422.0,223.0,893.0,0.0,337.0,797.0,792.0,6197.0,1880.0,206.0,956.0,710.0,322.0,294.0,3096.0,33.0,1.0,300.0,3894.0,627.0,224.0,3699.0,599.0,1697.0,1672.0,4550.0,2244.0,482.0
KIAA0391,0.0,0.0,6382.0,0.0,167.0,0.0,198.0,472.0,0.0,2397.0,3.0,153.0,204.0,1129.0,119.0,0.0,1.0,602.0,0.0,82.0,0.0,5.0,0.0,2957.0,1413.0,6.0,0.0,0.0,2645.0,479.0
KIAA0430,0.0,807.0,1035.0,12.0,7.0,0.0,0.0,312.0,0.0,3306.0,0.0,164.0,0.0,3.0,0.0,53.0,3014.0,0.0,0.0,78.0,1122.0,6.0,50.0,1161.0,0.0,63.0,1.0,0.0,0.0,1022.0
KIAA0513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2595.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0556,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,5.0,175.0
KIAA0586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,144.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,209.0,5793.0,386.0,0.0,0.0,0.0,0.0,167.0,0.0,807.0,7.0
KIAA0753,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,434.0,0.0,0.0,0.0,1549.0,0.0,21.0,1.0,682.0,0.0,0.0,3.0,69.0,948.0,0.0,0.0,0.0,765.0,2011.0,1.0,1424.0,0.0
KIAA0754,0.0,0.0,0.0,0.0,4.0,0.0,0.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,82.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0
KIAA0825,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
KIAA0895L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,18.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0907,0.0,158.0,106.0,1093.0,81.0,759.0,97.0,589.0,0.0,780.0,1229.0,848.0,1157.0,75.0,231.0,469.0,1976.0,1.0,186.0,268.0,1362.0,647.0,0.0,2468.0,1065.0,431.0,1240.0,0.0,2864.0,294.0
KIAA0922,0.0,0.0,847.0,0.0,0.0,0.0,54.0,0.0,0.0,507.0,0.0,0.0,0.0,0.0,103.0,23.0,0.0,0.0,282.0,29.0,0.0,154.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,1410.0
KIAA0930,0.0,0.0,30.0,0.0,1.0,48.0,0.0,183.0,0.0,0.0,19.0,0.0,385.0,0.0,0.0,0.0,2203.0,0.0,0.0,9.0,3.0,0.0,1092.0,0.0,28.0,177.0,3.0,0.0,0.0,46.0
KIAA0947,0.0,49.0,562.0,89.0,0.0,0.0,32.0,9.0,0.0,366.0,386.0,509.0,1753.0,26.0,77.0,902.0,3152.0,0.0,24.0,326.0,43.0,668.0,109.0,0.0,3286.0,127.0,0.0,0.0,95.0,1078.0
KIAA1009,0.0,207.0,533.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1011.0,0.0,3268.0,2.0,28.0,516.0,3128.0,0.0,727.0,64.0,0.0,0.0,0.0,10.0,0.0,1.0,1511.0,0.0,0.0,47.0
